timestamp,principal,device,activity,message,attribute,value,anomaly,time_hdn,date,time
1635973200,System,Climate Sensmitter,Building Automation,Data,Temperature,20.577553345324727,0,210000,2021-11-03,21:00:00
1635980400,System,Smart Camera,Building Automation,Data,Presence,0,0,230000,2021-11-03,23:00:00
1635984000,System,Smart Camera,Building Automation,Data,Presence,1,0,000000,2021-11-04,00:00:00
1635987600,System,Climate Sensmitter,Building Automation,Data,Temperature,26.97822431405509,0,010000,2021-11-04,01:00:00
1635991200,System,Climate Sensmitter,Building Automation,Data,Temperature,31.827001463301485,0,020000,2021-11-04,02:00:00
1635994800,User3,Phone,User Feedback,Data,State,silent,1,030000,2021-11-04,03:00:00
1635998400,System,Smart Camera,Building Automation,Data,Direction,right,0,040000,2021-11-04,04:00:00
1636002000,System,Climate Sensmitter,Building Automation,Data,Temperature,38.670389044685834,0,050000,2021-11-04,05:00:00
1636009200,System,Climate Sensmitter,Building Automation,Data,Temperature,26.85019282762233,0,070000,2021-11-04,07:00:00
1636012800,System,Smart Camera,Building Automation,Data,Presence,0,0,080000,2021-11-04,08:00:00
1636016400,User1,Phone,User Feedback,Data,State,convo/meeting,0,090000,2021-11-04,09:00:00
1636020000,System,Climate Sensmitter,Building Automation,Data,Temperature,32.90852568190322,0,100000,2021-11-04,10:00:00
1636023600,System,Climate Sensmitter,Building Automation,Data,Temperature,24.088708826688073,0,110000,2021-11-04,11:00:00
1636027200,System,Smart Camera,Building Automation,Data,Direction,right,0,120000,2021-11-04,12:00:00
1636030800,System,Climate Sensmitter,Building Automation,Data,Temperature,20.727235747638417,0,130000,2021-11-04,13:00:00
1636034400,System,Smart Lighting,Building Automation,Command,Brightness,37.0,0,140000,2021-11-04,14:00:00
1636038000,System,Smart Lighting,Building Automation,Command,Brightness,70.0,0,150000,2021-11-04,15:00:00
1636041600,System,Smart Lighting,Building Automation,Command,Brightness,198.0,0,160000,2021-11-04,16:00:00
1636045200,System,Smart Camera,Building Automation,Data,Direction,out,0,170000,2021-11-04,17:00:00
1636048800,System,Smart Camera,Building Automation,Data,Presence,0,0,180000,2021-11-04,18:00:00
1636052400,User1,Phone,User Feedback,Data,State,silent,0,190000,2021-11-04,19:00:00
1636056000,System,Climate Sensmitter,Building Automation,Data,Temperature,20.12659041423538,0,200000,2021-11-04,20:00:00
1636066800,System,Smart Lighting,Building Automation,Command,Brightness,71.0,0,230000,2021-11-04,23:00:00
1636070400,System,Smart Camera,Building Automation,Data,Direction,right,0,000000,2021-11-05,00:00:00
1636074000,User3,Phone,User Feedback,Data,State,silent,1,010000,2021-11-05,01:00:00
1636084800,System,Climate Sensmitter,Building Automation,Data,Temperature,35.52238886806204,0,040000,2021-11-05,04:00:00
1636088400,System,Climate Sensmitter,Building Automation,Data,Temperature,24.772761727217492,0,050000,2021-11-05,05:00:00
1636092000,User2,Phone,User Feedback,Data,State,silent,0,060000,2021-11-05,06:00:00
1636095600,System,Smart Camera,Building Automation,Data,Direction,in,0,070000,2021-11-05,07:00:00
1636099200,System,Climate Sensmitter,Building Automation,Data,Temperature,22.05424891875331,0,080000,2021-11-05,08:00:00
1636102800,System,Climate Sensmitter,Building Automation,Data,Temperature,20.737725550719233,0,090000,2021-11-05,09:00:00
1636106400,User2,Phone,User Feedback,Data,Count,0,0,100000,2021-11-05,10:00:00
1636110000,User3,Phone,User Feedback,Data,Count,1,0,110000,2021-11-05,11:00:00
1636113600,System,Smart Camera,Building Automation,Data,Direction,left,0,120000,2021-11-05,12:00:00
1636124400,System,Climate Sensmitter,Building Automation,Data,Temperature,22.310198129171187,0,150000,2021-11-05,15:00:00
1636128000,User3,Phone,User Feedback,Data,State,gathering,1,160000,2021-11-05,16:00:00
1636131600,User1,Phone,User Feedback,Data,State,convo/meeting,0,170000,2021-11-05,17:00:00
1636135200,User1,Phone,User Feedback,Data,State,convo/meeting,0,180000,2021-11-05,18:00:00
1636138800,System,Climate Sensmitter,Building Automation,Data,Temperature,27.55077639515343,0,190000,2021-11-05,19:00:00
1636142400,System,Climate Sensmitter,Building Automation,Data,Temperature,20.109213312775257,0,200000,2021-11-05,20:00:00
1636146000,System,Smart Camera,Building Automation,Data,Presence,0,0,210000,2021-11-05,21:00:00
1636149600,System,Smart Camera,Building Automation,Data,Direction,in,0,220000,2021-11-05,22:00:00
1636153200,System,Climate Sensmitter,Building Automation,Data,Temperature,35.81189239726844,0,230000,2021-11-05,23:00:00
1636156800,System,Climate Sensmitter,Building Automation,Data,Temperature,26.073835177995417,0,000000,2021-11-06,00:00:00
1636160400,User2,Phone,User Feedback,Data,State,silent,0,010000,2021-11-06,01:00:00
1636164000,User3,Phone,User Feedback,Data,State,silent,1,020000,2021-11-06,02:00:00
1636167600,User2,Phone,User Feedback,Data,State,gathering,1,030000,2021-11-06,03:00:00
1636171200,System,Climate Sensmitter,Building Automation,Data,Temperature,21.670332007690686,0,040000,2021-11-06,04:00:00
1636174800,System,Climate Sensmitter,Building Automation,Data,Temperature,32.108718467110464,0,050000,2021-11-06,05:00:00
1636178400,System,Climate Sensmitter,Building Automation,Data,Temperature,32.41019424966549,0,060000,2021-11-06,06:00:00
1636182000,System,Smart Camera,Building Automation,Data,Presence,0,0,070000,2021-11-06,07:00:00
1636185600,User1,Phone,User Feedback,Data,State,silent,0,080000,2021-11-06,08:00:00
1636189200,System,Climate Sensmitter,Building Automation,Data,Temperature,28.929513062151173,0,090000,2021-11-06,09:00:00
1636192800,User1,Phone,User Feedback,Data,State,silent,0,100000,2021-11-06,10:00:00
1636196400,System,Climate Sensmitter,Building Automation,Data,Temperature,36.33841520132698,0,110000,2021-11-06,11:00:00
1636200000,System,Climate Sensmitter,Building Automation,Data,Temperature,23.551974123341857,0,120000,2021-11-06,12:00:00
1636207200,System,Climate Sensmitter,Building Automation,Data,Temperature,34.26153189973065,0,140000,2021-11-06,14:00:00
1636210800,System,Smart Camera,Building Automation,Data,Presence,0,0,150000,2021-11-06,15:00:00
1636214400,User3,Phone,User Feedback,Data,State,silent,1,160000,2021-11-06,16:00:00
1636218000,System,Smart Camera,Building Automation,Data,Direction,out,0,170000,2021-11-06,17:00:00
1636225200,System,Smart Camera,Building Automation,Data,Direction,in,0,190000,2021-11-06,19:00:00
1636228800,System,Climate Sensmitter,Building Automation,Data,Temperature,37.26496541054358,0,200000,2021-11-06,20:00:00
1636236000,System,Climate Sensmitter,Building Automation,Data,Temperature,31.0953348894612,0,220000,2021-11-06,22:00:00
1636243200,System,Climate Sensmitter,Building Automation,Data,Temperature,29.73886791766052,0,000000,2021-11-07,00:00:00
1636246800,User2,Phone,User Feedback,Data,State,convo/meeting,1,010000,2021-11-07,01:00:00
1636250400,User2,Phone,User Feedback,Data,State,silent,0,020000,2021-11-07,02:00:00
1636254000,System,Climate Sensmitter,Building Automation,Data,Temperature,28.879248676883826,0,030000,2021-11-07,03:00:00
1636257600,User1,Phone,User Feedback,Data,State,silent,0,040000,2021-11-07,04:00:00
1636264800,User2,Phone,User Feedback,Data,State,silent,0,060000,2021-11-07,06:00:00
1636268400,System,Climate Sensmitter,Building Automation,Data,Temperature,25.196484737326806,0,070000,2021-11-07,07:00:00
1636275600,User3,Phone,User Feedback,Data,State,silent,1,090000,2021-11-07,09:00:00
1636279200,System,Smart Lighting,Building Automation,Command,Brightness,225.0,0,100000,2021-11-07,10:00:00
1636282800,User1,Phone,User Feedback,Data,State,silent,0,110000,2021-11-07,11:00:00
1636286400,User1,Phone,User Feedback,Data,Count,0,0,120000,2021-11-07,12:00:00
1636290000,System,Climate Sensmitter,Building Automation,Data,Temperature,28.593699871723487,0,130000,2021-11-07,13:00:00
1636293600,System,Smart Camera,Building Automation,Data,Presence,0,0,140000,2021-11-07,14:00:00
1636297200,System,Climate Sensmitter,Building Automation,Data,Temperature,25.180424268644046,0,150000,2021-11-07,15:00:00
1636300800,User1,Phone,User Feedback,Data,State,silent,0,160000,2021-11-07,16:00:00
1636304400,System,Climate Sensmitter,Building Automation,Data,Temperature,31.13801385919685,0,170000,2021-11-07,17:00:00
1636308000,User2,Phone,User Feedback,Data,State,silent,0,180000,2021-11-07,18:00:00
1636311600,System,Climate Sensmitter,Building Automation,Data,Temperature,31.30679947158596,0,190000,2021-11-07,19:00:00
1636315200,User2,Phone,User Feedback,Data,State,silent,0,200000,2021-11-07,20:00:00
1636322400,System,Smart Camera,Building Automation,Data,Direction,out,0,220000,2021-11-07,22:00:00
1636326000,System,Climate Sensmitter,Building Automation,Data,Temperature,36.8735854235262,0,230000,2021-11-07,23:00:00
1636333200,System,Smart Lighting,Building Automation,Command,Brightness,231.0,0,010000,2021-11-08,01:00:00
1636336800,System,Climate Sensmitter,Building Automation,Data,Temperature,29.075628108843325,0,020000,2021-11-08,02:00:00
1636340400,System,Climate Sensmitter,Building Automation,Data,Temperature,36.61402251283488,0,030000,2021-11-08,03:00:00
1636347600,System,Climate Sensmitter,Building Automation,Data,Temperature,35.71863058086351,0,050000,2021-11-08,05:00:00
1636351200,System,Smart Camera,Building Automation,Data,Presence,1,0,060000,2021-11-08,06:00:00
1636354800,System,Smart Camera,Building Automation,Data,Presence,1,0,070000,2021-11-08,07:00:00
1636358400,System,Climate Sensmitter,Building Automation,Data,Temperature,33.898059422814384,0,080000,2021-11-08,08:00:00
1636362000,System,Smart Lighting,Building Automation,Command,Brightness,171.0,0,090000,2021-11-08,09:00:00
1636365600,User3,Phone,User Feedback,Data,Count,0,0,100000,2021-11-08,10:00:00
1636369200,System,Smart Camera,Building Automation,Data,Presence,1,0,110000,2021-11-08,11:00:00
1636372800,System,Smart Camera,Building Automation,Data,Presence,1,0,120000,2021-11-08,12:00:00
1636383600,System,Smart Camera,Building Automation,Data,Direction,in,0,150000,2021-11-08,15:00:00
1636387200,System,Smart Camera,Building Automation,Data,Direction,in,0,160000,2021-11-08,16:00:00
1636390800,User3,Phone,User Feedback,Data,State,convo/meeting,1,170000,2021-11-08,17:00:00
1636394400,System,Smart Camera,Building Automation,Data,Presence,0,0,180000,2021-11-08,18:00:00
1636401600,User1,Phone,User Feedback,Data,State,silent,0,200000,2021-11-08,20:00:00
1636405200,User1,Phone,User Feedback,Data,State,convo/meeting,1,210000,2021-11-08,21:00:00
1636408800,System,Smart Camera,Building Automation,Data,Presence,0,0,220000,2021-11-08,22:00:00
1636412400,User2,Phone,User Feedback,Data,State,silent,0,230000,2021-11-08,23:00:00
1636416000,User2,Phone,User Feedback,Data,State,silent,0,000000,2021-11-09,00:00:00
1636419600,System,Smart Camera,Building Automation,Data,Direction,out,0,010000,2021-11-09,01:00:00
1636423200,User2,Phone,User Feedback,Data,State,silent,0,020000,2021-11-09,02:00:00
1636426800,System,Smart Camera,Building Automation,Data,Presence,0,0,030000,2021-11-09,03:00:00
1636430400,User1,Phone,User Feedback,Data,State,convo/meeting,1,040000,2021-11-09,04:00:00
1636437600,System,Climate Sensmitter,Building Automation,Data,Temperature,39.4878564017247,0,060000,2021-11-09,06:00:00
1636441200,System,Smart Camera,Building Automation,Data,Presence,0,0,070000,2021-11-09,07:00:00
1636444800,System,Smart Camera,Building Automation,Data,Direction,right,0,080000,2021-11-09,08:00:00
1636448400,System,Climate Sensmitter,Building Automation,Data,Temperature,34.45669886168353,0,090000,2021-11-09,09:00:00
1636452000,User1,Phone,User Feedback,Data,Count,0,0,100000,2021-11-09,10:00:00
1636459200,System,Smart Camera,Building Automation,Data,Presence,0,0,120000,2021-11-09,12:00:00
1636462800,User1,Phone,User Feedback,Data,State,convo/meeting,0,130000,2021-11-09,13:00:00
1636466400,System,Smart Lighting,Building Automation,Command,Brightness,57.0,0,140000,2021-11-09,14:00:00
1636470000,System,Smart Camera,Building Automation,Data,Direction,in,0,150000,2021-11-09,15:00:00
1636473600,System,Smart Camera,Building Automation,Data,Direction,in,0,160000,2021-11-09,16:00:00
1636477200,System,Smart Camera,Building Automation,Data,Presence,0,0,170000,2021-11-09,17:00:00
1636480800,System,Smart Camera,Building Automation,Data,Direction,left,0,180000,2021-11-09,18:00:00
1636484400,System,Smart Camera,Building Automation,Data,Direction,out,0,190000,2021-11-09,19:00:00
1636488000,System,Smart Lighting,Building Automation,Command,Brightness,120.0,0,200000,2021-11-09,20:00:00
1636491600,System,Smart Camera,Building Automation,Data,Presence,0,0,210000,2021-11-09,21:00:00
1636495200,System,Climate Sensmitter,Building Automation,Data,Temperature,24.362138085982785,0,220000,2021-11-09,22:00:00
1636498800,User3,Phone,User Feedback,Data,State,silent,1,230000,2021-11-09,23:00:00
1636502400,System,Smart Camera,Building Automation,Data,Presence,0,0,000000,2021-11-10,00:00:00
1636506000,System,Climate Sensmitter,Building Automation,Data,Temperature,36.98734690105336,0,010000,2021-11-10,01:00:00
1636509600,User3,Phone,User Feedback,Data,State,convo/meeting,1,020000,2021-11-10,02:00:00
1636513200,System,Smart Lighting,Building Automation,Command,Brightness,148.0,0,030000,2021-11-10,03:00:00
1636520400,User3,Phone,User Feedback,Data,State,gathering,1,050000,2021-11-10,05:00:00
1636524000,System,Climate Sensmitter,Building Automation,Data,Temperature,28.459838498261476,0,060000,2021-11-10,06:00:00
1636527600,System,Smart Camera,Building Automation,Data,Direction,in,0,070000,2021-11-10,07:00:00
1636534800,System,Climate Sensmitter,Building Automation,Data,Temperature,32.55571896212587,0,090000,2021-11-10,09:00:00
1636538400,System,Climate Sensmitter,Building Automation,Data,Temperature,29.18835051401848,0,100000,2021-11-10,10:00:00
1636542000,System,Climate Sensmitter,Building Automation,Data,Temperature,32.84565898069246,0,110000,2021-11-10,11:00:00
1636545600,User1,Phone,User Feedback,Data,State,convo/meeting,0,120000,2021-11-10,12:00:00
1636549200,User2,Phone,User Feedback,Data,State,convo/meeting,0,130000,2021-11-10,13:00:00
1636552800,System,Climate Sensmitter,Building Automation,Data,Temperature,29.367631261734303,0,140000,2021-11-10,14:00:00
1636556400,User2,Phone,User Feedback,Data,State,convo/meeting,0,150000,2021-11-10,15:00:00
1636560000,System,Climate Sensmitter,Building Automation,Data,Temperature,32.6059513647097,0,160000,2021-11-10,16:00:00
1636563600,System,Climate Sensmitter,Building Automation,Data,Temperature,23.20373392653478,0,170000,2021-11-10,17:00:00
1636567200,User3,Phone,User Feedback,Data,State,convo/meeting,1,180000,2021-11-10,18:00:00
1636570800,System,Climate Sensmitter,Building Automation,Data,Temperature,34.92263085491781,0,190000,2021-11-10,19:00:00
1636574400,System,Smart Camera,Building Automation,Data,Direction,right,0,200000,2021-11-10,20:00:00
1636578000,User3,Phone,User Feedback,Data,State,silent,1,210000,2021-11-10,21:00:00
1636581600,User3,Phone,User Feedback,Data,State,silent,1,220000,2021-11-10,22:00:00
1636585200,User2,Phone,User Feedback,Data,State,gathering,1,230000,2021-11-10,23:00:00
1636588800,System,Climate Sensmitter,Building Automation,Data,Temperature,37.78562844366758,0,000000,2021-11-11,00:00:00
1636592400,System,Smart Camera,Building Automation,Data,Presence,1,0,010000,2021-11-11,01:00:00
1636596000,User3,Phone,User Feedback,Data,State,silent,1,020000,2021-11-11,02:00:00
1636599600,System,Smart Camera,Building Automation,Data,Presence,1,0,030000,2021-11-11,03:00:00
1636603200,User2,Phone,User Feedback,Data,State,silent,0,040000,2021-11-11,04:00:00
1636606800,User3,Phone,User Feedback,Data,State,silent,1,050000,2021-11-11,05:00:00
1636610400,User1,Phone,User Feedback,Data,State,silent,0,060000,2021-11-11,06:00:00
1636614000,System,Climate Sensmitter,Building Automation,Data,Temperature,22.256214873474583,0,070000,2021-11-11,07:00:00
1636617600,System,Smart Camera,Building Automation,Data,Presence,1,0,080000,2021-11-11,08:00:00
1636628400,User2,Phone,User Feedback,Data,State,convo/meeting,0,110000,2021-11-11,11:00:00
1636632000,User2,Phone,User Feedback,Data,Count,0,0,120000,2021-11-11,12:00:00
1636635600,System,Climate Sensmitter,Building Automation,Data,Temperature,26.917622989890745,0,130000,2021-11-11,13:00:00
1636639200,System,Smart Lighting,Building Automation,Command,Brightness,236.0,0,140000,2021-11-11,14:00:00
1636642800,System,Climate Sensmitter,Building Automation,Data,Temperature,27.755122213532765,0,150000,2021-11-11,15:00:00
1636650000,System,Climate Sensmitter,Building Automation,Data,Temperature,23.51296226340551,0,170000,2021-11-11,17:00:00
1636653600,User3,Phone,User Feedback,Data,State,convo/meeting,1,180000,2021-11-11,18:00:00
1636657200,User2,Phone,User Feedback,Data,State,silent,0,190000,2021-11-11,19:00:00
1636660800,System,Smart Lighting,Building Automation,Command,Brightness,55.0,0,200000,2021-11-11,20:00:00
1636664400,System,Climate Sensmitter,Building Automation,Data,Temperature,25.86357872149225,0,210000,2021-11-11,21:00:00
1636671600,System,Climate Sensmitter,Building Automation,Data,Temperature,29.49894751274834,0,230000,2021-11-11,23:00:00
1636675200,System,Smart Lighting,Building Automation,Command,Brightness,67.0,0,000000,2021-11-12,00:00:00
1636678800,System,Smart Lighting,Building Automation,Command,Brightness,240.0,0,010000,2021-11-12,01:00:00
1636682400,System,Climate Sensmitter,Building Automation,Data,Temperature,26.93813550085173,0,020000,2021-11-12,02:00:00
1636686000,System,Climate Sensmitter,Building Automation,Data,Temperature,26.56607394061865,0,030000,2021-11-12,03:00:00
1636689600,System,Smart Lighting,Building Automation,Command,Brightness,46.0,0,040000,2021-11-12,04:00:00
1636693200,System,Climate Sensmitter,Building Automation,Data,Temperature,32.97971222862904,0,050000,2021-11-12,05:00:00
1636696800,System,Climate Sensmitter,Building Automation,Data,Temperature,28.63139396487408,0,060000,2021-11-12,06:00:00
1636704000,User2,Phone,User Feedback,Data,State,convo/meeting,0,080000,2021-11-12,08:00:00
1636707600,System,Climate Sensmitter,Building Automation,Data,Temperature,39.82774791343359,0,090000,2021-11-12,09:00:00
1636711200,User1,Phone,User Feedback,Data,State,convo/meeting,0,100000,2021-11-12,10:00:00
1636714800,System,Smart Camera,Building Automation,Data,Direction,in,0,110000,2021-11-12,11:00:00
1636718400,System,Smart Lighting,Building Automation,Command,Brightness,133.0,0,120000,2021-11-12,12:00:00
1636722000,System,Smart Camera,Building Automation,Data,Presence,1,0,130000,2021-11-12,13:00:00
1636729200,System,Smart Camera,Building Automation,Data,Direction,left,0,150000,2021-11-12,15:00:00
1636736400,System,Smart Camera,Building Automation,Data,Direction,in,0,170000,2021-11-12,17:00:00
1636740000,User2,Phone,User Feedback,Data,State,convo/meeting,0,180000,2021-11-12,18:00:00
1636743600,System,Climate Sensmitter,Building Automation,Data,Temperature,31.598920201392534,0,190000,2021-11-12,19:00:00
1636750800,User3,Phone,User Feedback,Data,State,silent,1,210000,2021-11-12,21:00:00
1636754400,System,Climate Sensmitter,Building Automation,Data,Temperature,39.84341124981569,0,220000,2021-11-12,22:00:00
1636761600,System,Climate Sensmitter,Building Automation,Data,Temperature,23.39889445137159,0,000000,2021-11-13,00:00:00
1636765200,User2,Phone,User Feedback,Data,State,silent,0,010000,2021-11-13,01:00:00
1636768800,System,Smart Camera,Building Automation,Data,Presence,1,0,020000,2021-11-13,02:00:00
1636772400,User2,Phone,User Feedback,Data,State,silent,0,030000,2021-11-13,03:00:00
1636779600,System,Climate Sensmitter,Building Automation,Data,Temperature,20.99892534365846,0,050000,2021-11-13,05:00:00
1636783200,System,Smart Lighting,Building Automation,Command,Brightness,65.0,0,060000,2021-11-13,06:00:00
1636786800,System,Smart Camera,Building Automation,Data,Direction,left,0,070000,2021-11-13,07:00:00
1636790400,System,Smart Camera,Building Automation,Data,Direction,right,0,080000,2021-11-13,08:00:00
1636794000,System,Smart Lighting,Building Automation,Command,Brightness,232.0,0,090000,2021-11-13,09:00:00
1636797600,System,Climate Sensmitter,Building Automation,Data,Temperature,33.78742704531116,0,100000,2021-11-13,10:00:00
1636801200,System,Smart Lighting,Building Automation,Command,Brightness,165.0,0,110000,2021-11-13,11:00:00
1636804800,System,Smart Camera,Building Automation,Data,Presence,0,0,120000,2021-11-13,12:00:00
1636808400,System,Smart Camera,Building Automation,Data,Presence,0,0,130000,2021-11-13,13:00:00
1636819200,System,Climate Sensmitter,Building Automation,Data,Temperature,24.73821619973587,0,160000,2021-11-13,16:00:00
1636822800,User2,Phone,User Feedback,Data,State,silent,0,170000,2021-11-13,17:00:00
1636826400,System,Smart Camera,Building Automation,Data,Presence,1,0,180000,2021-11-13,18:00:00
1636830000,System,Climate Sensmitter,Building Automation,Data,Temperature,35.04639917626381,0,190000,2021-11-13,19:00:00
1636833600,System,Smart Camera,Building Automation,Data,Direction,right,0,200000,2021-11-13,20:00:00
1636837200,User3,Phone,User Feedback,Data,State,silent,1,210000,2021-11-13,21:00:00
1636840800,System,Climate Sensmitter,Building Automation,Data,Temperature,38.189398806416946,0,220000,2021-11-13,22:00:00
1636848000,System,Smart Camera,Building Automation,Data,Direction,left,0,000000,2021-11-14,00:00:00
1636851600,System,Smart Camera,Building Automation,Data,Presence,0,0,010000,2021-11-14,01:00:00
1636855200,System,Smart Camera,Building Automation,Data,Direction,out,0,020000,2021-11-14,02:00:00
1636858800,System,Smart Camera,Building Automation,Data,Presence,0,0,030000,2021-11-14,03:00:00
1636862400,System,Climate Sensmitter,Building Automation,Data,Temperature,21.10101704394087,0,040000,2021-11-14,04:00:00
1636866000,System,Climate Sensmitter,Building Automation,Data,Temperature,36.79302818747177,0,050000,2021-11-14,05:00:00
1636869600,System,Climate Sensmitter,Building Automation,Data,Temperature,21.50533941754389,0,060000,2021-11-14,06:00:00
1636873200,System,Climate Sensmitter,Building Automation,Data,Temperature,37.640178095782076,0,070000,2021-11-14,07:00:00
1636876800,User1,Phone,User Feedback,Data,Count,0,0,080000,2021-11-14,08:00:00
1636880400,User2,Phone,User Feedback,Data,State,silent,0,090000,2021-11-14,09:00:00
1636884000,User2,Phone,User Feedback,Data,State,silent,0,100000,2021-11-14,10:00:00
1636887600,User2,Phone,User Feedback,Data,State,silent,0,110000,2021-11-14,11:00:00
